domain,intent,text
healthcare,appointment_booking,Schedule consultation for next month.
healthcare,appointment_booking,Book my vaccination slot.
healthcare,appointment_booking,Give me an appointment for diabetes review.
healthcare,appointment_booking,What dates are open for physiotherapy?
healthcare,appointment_booking,Is Dr. Mehta seeing patients this week?
healthcare,appointment_booking,Need an ortho appointment urgently.
healthcare,appointment_booking,Can I book my annual checkup online?
healthcare,appointment_booking,Slot with gynecologist at 2pm possible?
healthcare,appointment_booking,Reserve a Monday appointment.
healthcare,appointment_booking,Get me an appointment ASAP.
healthcare,appointment_booking,Are slots free Sunday morning?
healthcare,appointment_booking,Can I see a GP today?
healthcare,appointment_booking,Schedule follow-up for next Thursday.
healthcare,appointment_booking,I’d like to book a dental appointment.
healthcare,appointment_booking,Do you have walk-in slots?
healthcare,appointment_booking,Set up my appointment for next week.
healthcare,appointment_booking,Any availability on the 14th?
healthcare,appointment_booking,Find me an appointment first thing tomorrow.
healthcare,appointment_booking,Can I set a skin specialist appointment soon?
travel,flight_booking,User: Book a flight to Delhi. Agent: What dates do you want?
travel,cancellation,User: Cancel my flight. Agent: What's your booking id?
travel,delay_complaint,"User: Flight delayed by 8 hrs. Agent: Apologies, will file a report."
travel,hotel_booking,User: Book hotel in Chennai. Agent: What is your check-in date?
travel,baggage_query,"User: Baggage allowance for my ticket? Agent: 18kg check-in, 7kg cabin."
travel,travel_insurance,User: Can I get travel insurance? Agent: Please provide travel dates.
travel,visa_information,"User: What docs for Japan visa? Agent: Passport, invitation letter, proof of funds."
travel,currency_exchange,User: Where can I exchange currency? Agent: Departure hall counters.
travel,train_enquiry,"User: Train from Mumbai to Goa? Agent: Daily, 10am."
travel,bus_availability,"User: Buses to Hyderabad today? Agent: 8am, 2pm, 7pm."
travel,car_rental_info,"User: Car rental options? Agent: Sedan, SUV, Self-drive."
travel,weather_forecast,"User: Weather tomorrow in Shimla? Agent: 12°C, sunny."
travel,local_transport_info,"User: Local taxi fares in Kochi? Agent: Metered, Rs 50 start."
travel,ticket_rescheduling,User: Can I reschedule my ticket? Agent: Which date?
travel,tour_package_info,"User: Kashmir tours? Agent: Packages from Rs 15,000."
travel,sightseeing_info,"User: City sights in Jaipur? Agent: Amber Fort, City Palace."
travel,airport_facility_query,"User: Lounge at airport? Agent: Yes, Terminal 2."
travel,lost_baggage,User: My bag is missing. Agent: File lost baggage report.
travel,pet_travel_query,User: Can I travel with my dog? Agent: Allowed in cabin/crate.
travel,visa_status_check,User: My visa status? Agent: Under processing.
travel,flight_booking,I need a flight to Mumbai tonight.
travel,flight_booking,Can you get me a direct flight to Bangalore?
travel,flight_booking,Looking for cheap flights to Goa.
travel,flight_booking,Book my flight for next Monday.
travel,flight_booking,Find me earliest flight to Chennai.
travel,flight_booking,Is there a flight to Lucknow this afternoon?
travel,flight_booking,Book a return flight from Hyderabad.
travel,flight_booking,Available flights to Delhi tomorrow morning?
travel,flight_booking,What airlines go to Pune next weekend?
travel,flight_booking,Can you reserve an evening flight for me?
travel,flight_booking,How many seats left to Kolkata?
travel,flight_booking,I want a window seat to Jaipur.
travel,flight_booking,Schedule my flight to Ahmedabad.
travel,flight_booking,Book two tickets to Kochi.
travel,flight_booking,Get me an urgent flight to Chandigarh.
travel,flight_booking,I need a direct flight on 4th December.
travel,flight_booking,Can I fly without checked baggage?
travel,flight_booking,Book me a morning flight to Delhi.
travel,flight_booking,Find cheapest fares to Indore.
travel,flight_booking,Look up air tickets for Sunday.
travel,flight_booking,Reserve a seat next to my friend.
travel,flight_booking,Show me last minute flights.
travel,flight_booking,Available business class seats to Surat?
travel,flight_booking,I need connecting flights to Goa.
travel,flight_booking,Book ticket to Kolkata for me.
travel,flight_booking,Can you book my ticket using miles?
travel,flight_booking,Earliest flight to Patna today?
travel,flight_booking,What is the check-in time for my flight?
travel,flight_booking,Arrange an aisle seat for Lucknow.
travel,flight_booking,Are there any flights to Bhopal this evening?
